Symbol,Interim_Buffer_Date,Interim_Open,Interim_Low,Interim_High,Interim_Close
EOD/AMZN,2009-10-29 00:00:00.000,123.9,120.12,124.3,122.577
EOD/AMZN,2009-10-28 00:00:00.000,121.57,120.76,125.12,121.64
EOD/AMZN,2009-10-27 00:00:00.000,122.93,119.42,124.26,122.07
EOD/AMZN,2009-10-26 00:00:00.000,119.21,118.49,125.68,124.6399
EOD/AMZN,2009-10-23 00:00:00.000,111.05,110.62,119.65,118.49
EOD/AMZN,2009-10-22 00:00:00.000,93.66,91.7,94.1,93.45
EOD/AMZN,2009-10-21 00:00:00.000,95.27,92.9106,96.63,93.42
EOD/AMZN,2009-10-20 00:00:00.000,95.91,94.27,96.1,94.98
EOD/AMZN,2009-10-19 00:00:00.000,95.35,94.25,96.278,94.68
EOD/AMZN,2009-10-16 00:00:00.000,95.3,93.61,96.12,95.32
EOD/AMZN,2009-10-15 00:00:00.000,95.13,95.08,97.06,96.01
EOD/AMZN,2009-10-14 00:00:00.000,96.22,96.02,97.82,97.46
EOD/AMZN,2009-10-13 00:00:00.000,93.83,93.6801,95.25,94.83
EOD/AMZN,2009-10-12 00:00:00.000,96.17,93.07,96.25,93.6
EOD/AMZN,2009-10-09 00:00:00.000,95,94.26,95.95,95.71
EOD/AMZN,2009-10-08 00:00:00.000,94.8,94.23,96.72,95.22
EOD/AMZN,2009-10-07 00:00:00.000,91.5,91.15,94.48,93.97
EOD/AMZN,2009-10-06 00:00:00.000,89.33,88.4,91.08,90.91
EOD/AMZN,2009-10-05 00:00:00.000,90.25,88.27,90.93,88.67
EOD/AMZN,2009-10-02 00:00:00.000,90.05,89.58,91.14,89.85
EOD/AMZN,2009-10-01 00:00:00.000,92.5,90.37,92.9,91.04
EOD/AMZN,2009-09-30 00:00:00.000,92.26,91.43,94.17,93.36
EOD/AMZN,2009-09-29 00:00:00.000,91.96,90.1,92.33,91.72
EOD/AMZN,2009-09-28 00:00:00.000,91.04,90.6,92.81,92.21
EOD/AMZN,2009-09-25 00:00:00.000,91.44,89.75,92.25,90.52
EOD/AMZN,2009-09-24 00:00:00.000,92,90.77,92.71,92.11
EOD/AMZN,2009-09-23 00:00:00.000,92.82,92.22,94.5,92.38
EOD/AMZN,2009-09-22 00:00:00.000,91.46,91.1,94.19,93.75
EOD/AMZN,2009-09-21 00:00:00.000,89.69,88.48,90.76,90.56
EOD/AMZN,2009-09-18 00:00:00.000,90.74,89.47,91,90.28
EOD/AMZN,2009-09-17 00:00:00.000,90.75,89,91.19,90.44
EOD/AMZN,2009-09-16 00:00:00.000,85.91,85.9,90.98,90.7
EOD/AMZN,2009-09-15 00:00:00.000,84.17,82.79,84.41,83.55
EOD/AMZN,2009-09-14 00:00:00.000,83.81,83.46,84.57,83.86
EOD/AMZN,2009-09-11 00:00:00.000,84.44,83.76,84.9,84.54
EOD/AMZN,2009-09-10 00:00:00.000,82.33,82.3,84.07,83.85
EOD/AMZN,2009-09-09 00:00:00.000,80.5999,80.5,82.63,82.24
EOD/AMZN,2009-09-08 00:00:00.000,79.86,78.87,81.04,80.9
EOD/AMZN,2009-09-04 00:00:00.000,78.27,77.63,79.78,78.87
EOD/AMZN,2009-09-03 00:00:00.000,78.39,77.51,78.96,78.46
EOD/AMZN,2009-09-02 00:00:00.000,79.035,77.8,80.15,78.14
EOD/AMZN,2009-09-01 00:00:00.000,80.74,79,82.42,79.16
EOD/AMZN,2009-08-31 00:00:00.000,81.93,80.35,81.95,81.19
EOD/AMZN,2009-08-28 00:00:00.000,84.78,82.57,84.99,82.76
EOD/AMZN,2009-08-27 00:00:00.000,84.01,83.14,84.85,84.31
EOD/AMZN,2009-08-26 00:00:00.000,84.1,83.38,84.76,84
EOD/AMZN,2009-08-25 00:00:00.000,84.66,83.95,86.34,84.19
EOD/AMZN,2009-08-24 00:00:00.000,85.17,84.24,85.59,84.5
EOD/AMZN,2009-08-21 00:00:00.000,84.78,83.54,85.06,85
EOD/AMZN,2009-08-20 00:00:00.000,82.98,82.66,84.35,84.09
EOD/AMZN,2009-08-19 00:00:00.000,80.91,80.49,83,83
EOD/AMZN,2009-08-18 00:00:00.000,81.41,80.79,82.6898,82.12
EOD/AMZN,2009-08-17 00:00:00.000,81.16,80.25,81.78,81.06
EOD/AMZN,2009-08-14 00:00:00.000,84.11,82.78,84.17,83.58
EOD/AMZN,2009-08-13 00:00:00.000,85.72,84.07,86.37,84.6
EOD/AMZN,2009-08-12 00:00:00.000,83.42,83.38,86.6,85.96
EOD/AMZN,2009-08-11 00:00:00.000,83.64,82.45,84.4,83.56
EOD/AMZN,2009-08-10 00:00:00.000,85.01,83.27,85.47,84.44
EOD/AMZN,2009-08-07 00:00:00.000,84.1,84.1,85.96,85.32
EOD/AMZN,2009-08-06 00:00:00.000,84.31,83.05,84.84,84.47
EOD/AMZN,2009-08-05 00:00:00.000,85.64,83.02,85.75,84.29
EOD/AMZN,2009-08-04 00:00:00.000,87.48,84.93,87.48,85.8
EOD/AMZN,2009-08-03 00:00:00.000,86.56,86.56,88.2,87.44
EOD/AMZN,2009-07-31 00:00:00.000,85.76,84.62,86.75,85.76
EOD/AMZN,2009-07-30 00:00:00.000,85.64,85.17,87.25,86.09
EOD/AMZN,2009-07-29 00:00:00.000,84.47,83.52,85.5,84.34
EOD/AMZN,2009-07-28 00:00:00.000,83.84,82.6,85.64,84.98
EOD/AMZN,2009-07-27 00:00:00.000,86.24,83.56,86.49,84.24
