Symbol,Interim_Buffer_Date,Interim_Open,Interim_Low,Interim_High,Interim_Close
EOD/FDX,2015-02-18 00:00:00.000,179.39,178.84,180.05,179.78
EOD/FDX,2015-02-17 00:00:00.000,176.6,176.51,179.67,179.54
EOD/FDX,2015-02-13 00:00:00.000,175.86,175.6,177.48,176.47
EOD/FDX,2015-02-12 00:00:00.000,174.71,174.19,176.81,176.3
EOD/FDX,2015-02-11 00:00:00.000,173.39,172.95,174.99,173.92
EOD/FDX,2015-02-10 00:00:00.000,172.95,170.78,173.74,173.3
EOD/FDX,2015-02-09 00:00:00.000,172.29,170.96,173.2,171.64
EOD/FDX,2015-02-06 00:00:00.000,174.09,172.33,174.98,173.25
EOD/FDX,2015-02-05 00:00:00.000,172.72,172.6,174.17,173.37
EOD/FDX,2015-02-04 00:00:00.000,172.14,171.17,173.2125,172.08
EOD/FDX,2015-02-03 00:00:00.000,173.02,170.75,173.99,172.97
EOD/FDX,2015-02-02 00:00:00.000,169.3,168.033,171.3,171.25
EOD/FDX,2015-01-30 00:00:00.000,171.57,168.88,173.64,169.11
EOD/FDX,2015-01-29 00:00:00.000,172.14,170.05,173.24,172.89
EOD/FDX,2015-01-28 00:00:00.000,175.43,171.1503,175.62,171.45
EOD/FDX,2015-01-27 00:00:00.000,175.54,173.61,175.59,173.88
EOD/FDX,2015-01-26 00:00:00.000,175.94,175.17,177.94,176.66
EOD/FDX,2015-01-23 00:00:00.000,177.56,175.55,180.74,176.01
EOD/FDX,2015-01-22 00:00:00.000,179.53,178.31,181.49,181.4
EOD/FDX,2015-01-21 00:00:00.000,178.94,177.49,180.43,178.69
EOD/FDX,2015-01-20 00:00:00.000,178.31,177.2,179.47,179.13
EOD/FDX,2015-01-16 00:00:00.000,172.86,172.86,176.9,176.76
EOD/FDX,2015-01-15 00:00:00.000,173.29,172.08,174.46,173.85
EOD/FDX,2015-01-14 00:00:00.000,170,169.01,172.96,172.75
EOD/FDX,2015-01-13 00:00:00.000,173.93,170.1002,174.73,171.5
EOD/FDX,2015-01-12 00:00:00.000,174.06,172.49,175,172.57
EOD/FDX,2015-01-09 00:00:00.000,174.51,172.35,175.23,172.66
EOD/FDX,2015-01-08 00:00:00.000,173.18,172.46,175.36,175.04
EOD/FDX,2015-01-07 00:00:00.000,171.97,170.05,172.34,171.04
EOD/FDX,2015-01-06 00:00:00.000,172.42,169.58,173.32,169.79
EOD/FDX,2015-01-05 00:00:00.000,171.82,169.3475,171.93,169.8
EOD/FDX,2015-01-02 00:00:00.000,173.78,170.33,174.64,172.45
EOD/FDX,2014-12-31 00:00:00.000,175.7,173.505,176.28,173.66
EOD/FDX,2014-12-30 00:00:00.000,174.62,174.11,176.49,175
EOD/FDX,2014-12-29 00:00:00.000,174.96,174.5518,175.94,175.52
EOD/FDX,2014-12-26 00:00:00.000,176.58,175.38,177.16,175.9
EOD/FDX,2014-12-24 00:00:00.000,177.04,176.31,177.92,176.42
EOD/FDX,2014-12-23 00:00:00.000,177.71,176.08,178.34,176.94
EOD/FDX,2014-12-22 00:00:00.000,175.24,174.33,177.08,176.87
EOD/FDX,2014-12-19 00:00:00.000,174.2,172.36,175.71,174.22
EOD/FDX,2014-12-18 00:00:00.000,170.95,170,174.38,174.38
EOD/FDX,2014-12-17 00:00:00.000,169.79,163.57,170,167.78
EOD/FDX,2014-12-16 00:00:00.000,176.71,174.26,178.1,174.26
EOD/FDX,2014-12-15 00:00:00.000,176.82,174.76,178.97,176.27
EOD/FDX,2014-12-12 00:00:00.000,176.38,175.34,178.5,175.79
EOD/FDX,2014-12-11 00:00:00.000,177.885,176.54,178.61,176.88
EOD/FDX,2014-12-10 00:00:00.000,179.4,176.36,179.6,176.46
EOD/FDX,2014-12-09 00:00:00.000,179.79,176.53,180,178.77
EOD/FDX,2014-12-08 00:00:00.000,182.95,181.26,183.51,181.53
EOD/FDX,2014-12-05 00:00:00.000,180.25,180.2,182.18,182.03
EOD/FDX,2014-12-04 00:00:00.000,180.25,179.34,180.75,180.18
EOD/FDX,2014-12-03 00:00:00.000,180.7,179.49,180.7,180.04
EOD/FDX,2014-12-02 00:00:00.000,181.12,179.77,182.42,180.39
EOD/FDX,2014-12-01 00:00:00.000,178.79,175.72,178.97,177.7
EOD/FDX,2014-11-28 00:00:00.000,178.54,177.5,179.7896,178.18
EOD/FDX,2014-11-26 00:00:00.000,175.25,174.52,175.4899,175.08
EOD/FDX,2014-11-25 00:00:00.000,175.45,174.4,175.8899,174.86
EOD/FDX,2014-11-24 00:00:00.000,175.34,175.09,176.45,175.53
EOD/FDX,2014-11-21 00:00:00.000,175.53,173.8698,176.61,174.46
EOD/FDX,2014-11-20 00:00:00.000,171.09,170.42,172.62,172.5
EOD/FDX,2014-11-19 00:00:00.000,172,170.28,172,171.68
EOD/FDX,2014-11-18 00:00:00.000,171.29,171.19,172.81,172
EOD/FDX,2014-11-17 00:00:00.000,171.26,170.62,171.62,171.32
EOD/FDX,2014-11-14 00:00:00.000,171.14,170.77,172.7,171.56
EOD/FDX,2014-11-13 00:00:00.000,172.02,170.46,172.4576,171.57
EOD/FDX,2014-11-12 00:00:00.000,171.67,170.48,172.13,171.8
EOD/FDX,2014-11-11 00:00:00.000,171.79,171.1301,172.88,172.34
EOD/FDX,2014-11-10 00:00:00.000,170.99,170.055,171.95,171.74
EOD/FDX,2014-11-07 00:00:00.000,171.91,169.6408,171.91,171.22
EOD/FDX,2014-11-06 00:00:00.000,169.5,169.27,171.92,171.7
EOD/FDX,2014-11-05 00:00:00.000,169,167.2,169.48,169.42
EOD/FDX,2014-11-04 00:00:00.000,167.73,166.9,168.64,166.96
EOD/FDX,2014-11-03 00:00:00.000,167.15,165.71,167.6197,167.2
EOD/FDX,2014-10-31 00:00:00.000,167.99,167.02,169,167.4
EOD/FDX,2014-10-30 00:00:00.000,165.19,163.91,166.72,165.29
EOD/FDX,2014-10-29 00:00:00.000,168.2,163.61,168.25,165.77
EOD/FDX,2014-10-28 00:00:00.000,165.82,165.6256,168.27,168.2
EOD/FDX,2014-10-27 00:00:00.000,163.75,163.01,165.4,165.22
EOD/FDX,2014-10-24 00:00:00.000,163.1,162.68,164.48,163.88
EOD/FDX,2014-10-23 00:00:00.000,160.95,160.59,163.48,162.5
EOD/FDX,2014-10-22 00:00:00.000,160.74,158.45,161.26,158.47
EOD/FDX,2014-10-21 00:00:00.000,157.03,156.71,160.93,159.88
EOD/FDX,2014-10-20 00:00:00.000,155.72,154.01,156.15,155.87
EOD/FDX,2014-10-17 00:00:00.000,153.24,153.02,156.65,156.12
EOD/FDX,2014-10-16 00:00:00.000,151.68,150.54,154.39,151.93
EOD/FDX,2014-10-15 00:00:00.000,151.11,148.81,154.45,153.82
EOD/FDX,2014-10-14 00:00:00.000,152.88,152.61,155.33,153.72
EOD/FDX,2014-10-13 00:00:00.000,155.1,151.11,156.77,151.26
